评论,评分,label,comment_processed
手机各方面比较平均，不拉跨，水滴屏和塑料后盖稍显low，操作系统中人的可掌控力比较差，有些bug，续航有点担心，总体也就值这个价,4,3,手机 方面 比较 平均 不拉跨 水滴 屏 塑料 后盖 稍显 操作系统 中人 掌控 力 比较 差 续航 有点 担心 总体 值 价 
安装师傅故意说不好装，还要30块钱，没装就直接走人极差！,5,4,安装 师傅 故意 说 不好 装 块钱 没装 直接 走 极差 
手机已经收到了，包装完好无损，一共买了两部手机，是给家里老人买的，颜值特别高，从不同角度看显示不同颜色，手机大小合适，相信京东,5,4,手机 已经 收到 包装 完好无损 一共 买 两部 手机 家里 老人 买 颜值 特别 高 不同 角度看 显示 不同 颜色 手机 大小 合适 相信 京东 
手机已经收到了，包装完好无损，手机颜值特别高，从不同角度看显示是不同的颜色，一共买了两个手机，一个黑色一个星云，是给家里老人买的，相信京东,5,4,手机 已经 收到 包装 完好无损 手机 颜值 特别 高 不同 角度看 显示 不同 颜色 一共 买 两个 手机 一个 黑色 一个 星云 家里 老人 买 相信 京东 
看了很久的手机，也对比了很多型号，最终选择了这款，拿到手后觉得还挺惊喜的，比较好用，也很耐看，拍照很清晰，价格不贵，总之算性价比比较高的。,5,4,久 手机 很多 型号 最终 选择 这款 拿到 手后 觉得 挺 惊喜 比较 好用 耐看 拍照 清晰 价格 贵 算 性价比 比较 高 
性价比很好,5,4,性价比 
手机不错，用起来还挺顺手,5,4,手机 不错 起来 挺 顺手 
手机买来给我家里人用的，很好操作，喜欢,5,4,手机 买来 家里人 操作 喜欢 
手机质量很好的，性价比超高，,5,4,手机 质量 性价比 超高 
价格公道物流快包装完好,5,4,价格公道 物流 快 包装 完好 
手机不错，很好哟,5,4,手机 不错 好哟 
手机好用，速度很快，再也不卡了，外观也很漂亮,5,4,手机 好用 速度 很快 再也 不卡 外观 很漂亮 
挺不错的，收到后使用了,5,4,挺不错 收到 使用 
好用！很符合心理预期。这个颜色适合年轻人,5,4,好用 符合 心理 预期 颜色 适合 年轻人 
给婆婆换的新手机，指定要内存大，像素高的，就给她选了这个，支持国货！,5,4,婆婆 换 新手机 指定 内存 像素 高 选 支持 国货 
手机一天到家，佷好用，非常喜欢。,5,4,手机 一天 到家 非常 喜欢 
就看质量好不好了,5,4,质量 好不好 
很#,5,4,
拍照效果：清晰，外形外观：时尚运行速度：快待机时间：长其他特色：用着不错屏幕音效：新颖,5,4,拍照 效果 清晰 外形 外观 时尚 运行 速度 快 待机时间 长 特色 不错 屏幕 音效 新颖 
本想双11给老爸换手机的，结果他手机掉河里了，目前没听他说用着有啥问题。,5,4,本想 双 老爸 换 手机 手机 掉 河里 目前 没 听 说 问题 
第一次在京东买东西，总体感觉很好，发货很快，手机也是我喜欢的！,5,4,第一次 京东 买 东西 总体 感觉 发货 很快 手机 喜欢 
给家人买的、目前没有问题,5,4,家人 买 目前 没有 问题 
外形外观：大气拍照效果：清晰运行速度：还可以待机时间：可以自行设置,5,4,外形 外观 大气 拍照 效果 清晰 运行 速度 待机时间 自行 设置 
外形外观：很不错拍照效果：清晰待机时间：还行运行速度：可以的,5,4,外形 外观 不错 拍照 效果 清晰 待机时间 行 运行 速度 
帮同事~的，非常好用！vip还有数据线赠送，非常好！可惜Z5发布晚了点，不过好在同事不在意！毕竟着急要用的，不然一定剁手Z5！原装闪充套装比起x果良心太多！点赞,5,4,帮 同事 非常 好用 数据线 赠送 非常 可惜 发布 晚 点 同事 不在意 毕竟 着急 要用 一定 手 原装 闪充 套装 比起 果 良心 太 多点 赞 
很好，家里人很喜欢，速度很快，，很好，家里人很喜欢，速度很快，,5,4,家里人 喜欢 速度 很快 家里人 喜欢 速度 很快 
超级好,5,4,超级 
手机不错，物流很快态度很好,5,4,手机 不错 物流 很快 态度 
太好用了,5,4,太好 
不错的购物体验,5,4,不错 购物 体验 
唯一发现有时视频时打不开摄像头，重新视频才能打开，不知道是硬件还是软件的问题,5,4,唯一 发现 视频 时 打不开 摄像头 重新 视频 打开 知道 硬件 软件 问题 
还可以的,5,4,
不错  买电器类产品  一直在京东购买  放心  省钱,5,4,不错 买 电器 类产品 一直 京东 购买 放心 省钱 
很不错，永起来非常流畅,5,4,不错 永 起来 非常 流畅 
送货速度很快，性价比也高！,5,4,送货 速度 很快 性价比 高 
非常实用的一款手机，性价比等比较高,5,4,非常 实用 一款 手机 性价比 比较 高 
电话机性能越来越好  ， 工艺也越来越好   就是机械尺寸越来越差   外观越来越***臭    尤其是屏比   ***不晓得是哪个龟儿子这样设计的    以前 16 比9   多好的    双眼观感比例很协调     还有背板非要整成弧形   这种设计是不是屎吃多了,5,4,电话机 性能 越来越 工艺 越来越 机械 尺寸 越来越 差 外观 越来越 尤其 屏 晓得 龟儿子 设计 以前 比多 双眼 观感 比例 协调 背板 非 整成 弧形 这种 设计 是不是 吃 
一分钱一分货   ，  全屏白光明显亮度不均匀     右下角居然还有一块白斑    ， 用这么多年华为没有发现过这样的瑕疵  估计这个便宜货用的是劣等屏,5,4,一分钱 一分货 全屏 白光 明显 亮度 均匀 右下角 居然 一块 白斑 多年 华为 没有 发现 瑕疵 估计 便宜货 劣等 屏 
使用了几天没问题 系统流畅内存也够 这个价位值得入手,5,4,使用 几天 没 问题 系统 流畅 内存 够 价位 值得 入手 
手机性价比很高,5,4,手机 性价比 高 
还行，正常用没问题。,4,3,行 正常 没 问题 
这个手机做起来真的是太棒了，太好用了。,5,4,手机 做 起来 真的 太棒了 太好 
手机好看，用起来也很好，特别是玩王者之类的,5,4,手机 好看 起来 特别 玩 王者 
作为一个学生，我很喜欢这台手机，做的很好看。,5,4,一个 学生 喜欢 这台 手机 做 好看 
手机不错，挺流畅的！物流也快！一天就到！赞！,5,4,手机 不错 挺 流畅 物流 快 一天 赞 
拍照效果：自拍美颜效果感觉好外形外观：美的,4,3,拍照 效果 自拍 美颜 效果 感觉 外形 外观 美的 
手机挺不错的，很好用，一点也不卡，打游戏也很流畅，音质也挺不错的，玩得很好，电量也符合这个价位，就是价格上不知道还有没有更大的优惠,5,4,手机 挺不错 一点 不卡 打游戏 流畅 音质 挺不错 玩 电量 符合 价位 价格 知道 没有 更大 优惠 
iqooz3手机可以，55w快充很棒，半小时回血。,5,4,手机 快充 很棒 半小时 回血 
这个手机性价比不错，用着也很流畅，玩游戏不卡，音质也挺好的，正好赶着京东有活动，果断下单购买，价格也还不错，希望有更好的体验,5,4,手机 性价比 不错 流畅 玩游戏 不卡 音质 挺 正好 赶着 京东 活动 果断 下单 购买 价格 不错 希望 更好 体验 
运行速度：快待机时间：长还错 国产手机越来越好用了,5,4,运行 速度 快 待机时间 长 错 国产手机 越来越 好用 
给妈妈买了一部，又给爸爸买了一部，拍照好看，屏幕够大，音乐好听，音质好。配置也不错，运行流畅，,5,4,妈妈 买 一部 爸爸 买 一部 拍照 好看 屏幕 够 音乐 好听 音质 配置 不错 运行 流畅 
手机还可以，怎么就没有耳机呢,5,4,手机 没有 耳机 
手机挺不错的，买给家里长辈，已经够用了，拍照也还可以，总之很满意的一次购物体验，京东物流也没的说，买了很多手机了，希望#奶茶越来越好。,5,4,手机 挺不错 买 家里 长辈 已经 够用 拍照 满意 一次 购物 体验 京东 物流 没 说 买 很多 手机 希望 奶茶 越来越 
因为主力机是苹果xr，原来安卓备用机是荣耀ｖ9，只是4g速度也跟不上了，所以想换个5g手机体验下，最后对比之下，选择了z3，近期使用体验还不错，vivo还行,5,4,主力 机是 苹果 原来 安卓 备用机 荣耀 速度 跟不上 想换个 手机 体验 最后 之下 选择 近期 使用 体验 不错 行 
手机体验还不错   快递很给力  头天晚上下单第二天就到了     京东快递就是给力,5,4,手机 体验 不错 快递 力 头天 晚上 下单 第二天 京东 快递 给力 
外形外观：非常好看很满意屏幕音效：声音有点太大声了拍照效果：拍照效果一般运行速度：千元手机里的马莎菈蒂，这个运行速度是真的没法想象，我一直是用苹果，待以后会不会变慢，待机时间：收到货一天还不清楚其他特色：各方面我都非常满意因为这个价格可以玩吃鸡玩的这么流畅一点卡顿也没有，用几个月再追评,5,4,外形 外观 非常 好看 满意 屏幕 音效 声音 有点 太 大声 拍照 效果 拍照 效果 运行 速度 千元 手机 里 马 运行 速度 真的 没法 想象 一直 苹果 以后 会 不会 变慢 待机时间 收到 货 一天 清楚 特色 方面 非常 满意 价格 玩 吃 鸡 玩 流畅 一点 卡顿 没有 几个 月 追评 
京东自营的东西质量放心，售后有保障，物流超快，网购我只信赖京东自营,5,4,京东 自营 东西 质量 放心 售后 保障 物流 超快 网购 信赖 京东 自营 
YYdS.喜欢，好用,5,4,喜欢 好用 
用了一段时间了，挺好的，没出现什么问题，充电还可以，性价比不错,5,4,一段时间 挺 没 出现 问题 充电 性价比 不错 
很好，很喜欢,5,4,喜欢 
肥肠奈斯,5,4,肥肠 奈斯 
满意,5,4,满意 
手机外观好看用着还行。,5,4,手机 外观 好看 还行 
这手机性价比超值，处理器也比较高 像素也很高，让妈妈多拍照，留住美好的瞬 屏幕刷新率也很nice， 颜色选的深空，背面渐变色，有浅到深很好看，不同年龄男女都可以用 体验了一把游戏，游戏体验太爽了 整体是非常不错的购物体验，比心,5,4,手机 性价比 超值 处理器 比较 高像素 高 妈妈 拍照 留住 美好 瞬 屏幕 刷新率 颜色 选 深空 背面 渐变色 深 好看 不同 年龄 男女 体验 一把 游戏 游戏 体验 太爽了 整体 非常 不错 购物 体验 比心 
系统新颖，没用过这系统，流畅，不卡，还带套,5,4,系统 新颖 没用过 系统 流畅 不卡 带套 
手机性价比非常高，非常不错，用的很顺畅,5,4,手机 性价比 非常 高 非常 不错 顺畅 
手机用了一段时间，感觉挺好的,5,4,手机 一段时间 感觉 挺 
外形外观：满意屏幕音效：带感拍照效果：清晰度不错运行速度：流畅,5,4,外形 外观 满意 屏幕 音效 带感 拍照 效果 清晰度 不错 运行 速度 流畅 
很好，回购两次了,5,4,回购 两次 
还不错给我爸买的 哈哈哈,5,4,不错 爸 买 哈哈哈 
给家里长辈买的，还挺满意的，就是没有老人机模式，对老人不算特别友好,5,4,家里 长辈 买 挺 满意 没有 老人 机 模式 老人 不算 特别 友好 
简直太好用了，只能用完美来形容！强烈推荐！东西质量非常好，与卖家描述的完全一致，非常满意款式很大方，质量非常好，价钱也很合理?心仪已久，果断下手，用过之后感觉很不错，是正品，快递也很给力，果然名副其实?,5,4,简直 太好 只能 完美 形容 强烈推荐 东西 质量 非常 卖家 描述 完全一致 非常 满意 款式 很大 方 质量 非常 价钱 合理 心仪已久 果断 下手 用过 之后 感觉 不错 正品 快递 力 名副其实 
给同事买的，同事说很不错，性价比高，性能好,5,4,同事 买 同事 说 不错 性价比 高性能 
用了几天才来评价，手机总体来说性价比很高用着也可以，就是感觉像素不怎么样，电池一天一充，充的特别快，这点我最满意,5,4,几天 评价 手机 总体 性价比 高用 感觉 像素 不怎么样 电池 一天 充充 特别 快 这点 满意 
很精致，质量非常好，很满意的一次购物。谢谢店家！跟实体店没有区别，还便宜，喜欢！很满意的一次购物，商家服务好，发货神速，物流也很给力，宝贝收到后非常喜欢，买得放心，用得安心,5,4,精致 质量 非常 满意 一次 购物 谢谢 店家 实体店 没有 区别 便宜 喜欢 满意 一次 购物 商家 服务 发货 神速 物流 力 宝贝 收到 非常 喜欢 买 放心 安心 
